"row.names","cln3.1","cln3.2","clb2.2","clb2.1","alpha0","alpha7","alpha14","alpha21","alpha28","alpha35","alpha42","alpha49","alpha56","alpha63","alpha70","alpha77","alpha84","alpha91","alpha98","alpha105","alpha112","alpha119","cdc15.10","cdc15.30","cdc15.50","cdc15.70","cdc15.80","cdc15.90","cdc15.100","cdc15.110","cdc15.120","cdc15.130","cdc15.140","cdc15.150","cdc15.160","cdc15.170","cdc15.180","cdc15.190","cdc15.200","cdc15.210","cdc15.220","cdc15.230","cdc15.240","cdc15.250","cdc15.270","cdc15.290","cdc28.0","cdc28.10","cdc28.20","cdc28.30","cdc28.40","cdc28.50","cdc28.60","cdc28.70","cdc28.80","cdc28.90","cdc28.100","cdc28.110","cdc28.120","cdc28.130","cdc28.140","cdc28.150","cdc28.160","elu0","elu30","elu60","elu90","elu120","elu150","elu180","elu210","elu240","elu270","elu300","elu330","elu360","elu390","peak"
"YHL026C",-0.92,-0.89,1.09,0.42,-0.03,-0.23,0.25,-0.54,-0.39,-0.37,-0.33,-0.14,0.78,0.56,0.56,0.1,-0.11,-0.13,-0.39,0.11,0.04,0.28,0.34,-0.14,-0.33,-0.14,0.24,0.12,0.43,1.04,0.99,-0.1,-0.08,-0.74,-0.38,-0.18,-0.2,-0.17,0.04,0.17,0.52,0,0.31,-0.51,-0.74,-0.47,0.11,0.33,-0.36,-1.02,-0.38,-0.4,0.11,0.77,1.45,0.9,0.14,-0.36,-1.29,-0.55,-0.17,0.23,0.49,0.1,-0.3,0.64,0.28,0.19,-0.02,0.06,0.21,-0.17,-0.04,-0.27,-0.25,-0.36,-0.06,"G2/M"
"YHL028W",0.24,-0.84,0.63,-0.09,-0.31,-0.152222222222222,-0.15,-0.46,-0.03,-0.23,-0.37,0.25,0.17,0.04,0.035,0.08,-0.37,-0.1,-0.2,0.7,0.23,0.73,-2.26,-1.69,-1.99,0.17,0.79,0.99,0.89,1.01,0.48,-0.83,-0.95,-1.21,-0.95,-0.21,0.25,0.92,0.88,0.86,0.8,0.97,0.91,0.25,-0.1,0.03,-3.12,-4.12,-3.54,-1.54,-0.37,1.48,2.45,2.77,1.81,-1.8,-0.26,-0.73,0.34,0.71,1.48,2.06,2.36,-0.32,-0.67,-0.24,-0.19,-0.47,-0.78,-0.13,0.38,0.53,0.45,0.5,0.49,0.16,0.29,"G2/M"
"YHL040C",-0.94,-1.12,-0.29,0.34,-0.67,-1.16,-0.42,-0.52,-0.47,-0.66,-0.1,0.12,0.6,0.46,0.81,0.37,0.23,-0.15,0.23,-0.08,0.91,0.5,-0.34,-0.47,-0.33,-0.63,0.23,-0.28,0.66,0.21,0.68,0.06,-0.14,-0.02,0.36,-0.51,0.58,-0.12,0.44,0.07,0.72,-0.34,0.87,-0.53,-0.69,-0.49,0.48,0.14,-0.36,-0.19,-0.34,-0.25,0.04,0.27,0.3,-0.59,-0.07,-0.13,-0.01,0.09,0.48,-0.01,0.16,-0.21,1.23,0.37,0.16,0.31,0.19,-0.01,-0.26,-0.23,0.16,-0.13,-0.11,-0.98,-0.49,"G2/M"
"YHR023W",0.57,-0.446,1.229,1.68,-0.93,-0.86,-0.46,-1.19,-0.8,-0.26,0.55,0.73,0.99,0.64,0.34,0.15,-0.57,-0.39,0.45,0.63,0.14,0.83,-0.77,-0.86,-1.07,0.1,0.28,0.91,0.97,0.97,-0.18,-0.01,0.01,-0.22,-0.23,-0.39,-0.29,0.14,-0.07,-0.77,0.63,1.12,0.42,-0.13,-0.23,-0.31,-0.93,-1.29,-1.01,-0.99,-0.15,0.44,1.04,0.9,0.56,0.38,0.02,-0.23,-0.36,0.0544444444444444,0.45,0.52,0.67,-1.1,-0.52,-0.32,-0.5,-0.32,-0.38,-0.13,0.29,0.6,0.61,0.54,0.7,-0.02,0.56,"G2/M"
"YHR029C",-0.07,-0.414,-0.00625000000000001,-0.23,-0.48,0.06,-0.21,-0.19,-0.37,0.21,-0.02,0.14,0.25,0.31,0,0.03,-0.02,-0.17,0.09,0.2,0.02,0.15,-0.58,-0.91,-0.62,-0.13,0.06,-0.08,0.23,0,0.16,-0.18,-0.11,-0.13,-0.24,-0.02,0.53,0.09,-0.31,0.25,0.27,0.58,0.52,0.18,0.11,0.35,-0.43,-0.63,-0.86,-0.63,-0.67,-0.48,0.17,0.26,0.19,0.04,0.47,0.21,0.26,0.32,0.153333333333333,0.86,0.93,0.43,0.39,0.2,-0.06,0.15,-0.1,-0.18,0.02,-0.36,-0.25,0.06,-0.09,-0.25,0.04,"G2/M"
"YHR137W",-0.42,-0.76,-0.18,0.54,-0.84,-0.78,1.16,-0.05,0.1,0.22,0.41,0.3,0.16,0.09,-0.09,-0.3,-0.21,-0.3,-0.04,-0.24,0.45,-0.04,-2.08,-2.34,-2.25,-0.42,0.29,0.78,1.01,1.35,0.58,0.74,-0.08,0.18,0.4,0.02,0,0.56,0.51,0.52,0.37,-0.39,-0.12,0.16,-0.02,0.23,0.04,-0.13,-1.12,-1.07,-0.98,-1.22,-1.92,-1.22,0.2,0.54,0.72,0.79,0.63,1.04,1.42,1.23,1.05,-0.46,-0.42,0.05,0.25,0.66,-0.09,-0.29,0.03,0.35,0.17,0.05,0.07,-0.19,-0.18,"G2/M"
"YHR151C",0.15,-0.58,0.44,-0.29,-0.26,-0.42,-0.04,-0.26,-0.15,-0.4,-0.11,0.21,0.64,0.19,0.77,-0.16,-0.02,-0.18,-0.09,0.21,-0.16,0.25,0.25,-0.09,-0.86,-0.5,0.4,-0.5,0.91,-0.11,1.29,-0.65,0.32,-0.2,0.19,0.16,0.18,-0.75,0.87,-0.56,1.2,0.16,0.72,-0.63,-0.77,-1,-0.79,-0.56,-0.79,-0.23,-0.53,-0.14,0.61,0.95,0.96,0.26,0.38,-0.11,-0.31,-0.41,0.49,0.08,0.15,0.39,-0.28,-0.35,0.01,0.1,-0.09,0.1,0.19,-0.09,0.14,0.14,-0.09,-0.33,0.16,"G2/M"
"YHR152W",-1.47,-1.6,1.82,2.31,0.52,-0.101111111111111,-0.36,-0.27,-0.52,-0.22,-0.13,0.27,0.69,0.29,0.09,-0.01,-0.06,-0.56,-0.39,-0.24,0.51,0.39,0.127777777777778,-0.328888888888889,-0.962222222222222,-1.39,-0.227777777777778,0.0566666666666667,0.372222222222222,0.711111111111111,0.6,0.388888888888889,1.39,-0.31,-0.52,-0.54875,-0.514444444444444,-0.10625,0.0822222222222222,0.334444444444444,0.435555555555556,0.476666666666667,0.465555555555556,0.291111111111111,-0.0877777777777778,-0.11,-0.54,-0.47,-0.4,-0.28,-0.18,-0.01,0.43,0.64,0.29,0.52,0.12,-0.45,-0.412,-0.39,0.03,0.21,0.47,-0.24,-0.36,-0.09,-0.11,-0.01,-0.05,-0.06,-0.02,0.06,-0.05,0.4,0.43,0.05,0.04,"G2/M"
"YHR205W",0.2,0.03,-0.01,0.03,0.18,-0.36,-0.38,-0.12,0.03,-0.07,0.41,0.24,0.05,0.12,-0.18,-0.12,-0.09,-0.32,0.06,0.17,0.21,0.17,0.31,-0.06,-0.1,0.51,0.47,0.43,0.37,0.21,0.3,-0.15,-0.45,-0.35,-0.29,-0.12,-0.06,0.1,0.3,-0.01,-0.01,-0.17,-0.07,-0.33,-0.29,-0.53,-0.06,-0.06,-0.11,-0.2,0.62,0.71,0.13,0.06,0.07,-0.09,-0.43,-0.23,0.15,0.0675,-0.28,-0.1,-0.19,-0.41,0.05,-0.22,-0.15,0.16,-0.13,-0.15,0.13,0.34,0.46,-0.22,0.2,0.09,-0.16,"G2/M"
"YHR215W",-0.81,-1,2.47,1.11,-1.59,-0.73,-0.23,-0.1,-0.49,-0.49,-0.02,0.71,1.48,1.25,1.5,0.71,0.24,-0.38,-0.57,-0.66,-0.62,0,-1.02,-1.12,-1.79,-0.63,-0.13125,1.11,0.576666666666667,2.03,1.0375,1.18,0.109,0.27,-0.57625,-0.21,-0.67875,0.25,0.31875,1.19,0.6775,0.5275,0.495,0.19,-0.56,-0.88,-1.99,-0.47,-0.16,-0.57,-0.85,-0.89,-0.49,0.13,0.38,1.14,0.72,0.63,-0.21375,0.27,0.59,0.74,0.81,-1.1,0.8,0.45,0.28,-0.19,0.12,-0.08,-0.11,-0.2,0.19,0.12,0.07,-0.13,-0.22,"G2/M"
"YIL011W",-0.22,0.06,-0.36,-0.34,-0.26,-0.61,-0.37,-0.48,0,-0.29,0.59,-0.08,0.44,0.14,0.17,0.07,0.19,-0.15,0.27,-0.08,0.47,0,-0.95,-0.71,-0.4,0.1,0.17,0.38,0.39,0.31,0.41,0.12,-0.09,0.07,0.18,-0.1,0.06,0.07,0.08,0.4,0.6,-0.91,0.56,-0.07,-0.29,-0.37,-0.89,-1.02,-0.72,-0.05,0.37,0.61,0.71,0.47,0.26,0.65,-0.15,-0.33,-0.08,-0.2,0.29,0.14,0.22,-0.72,-0.44,0.11,-0.46,-0.32,-0.01,0.19,0.5,0.19,0.36,0.33,0.13,0.19,-0.05,"G2/M"
"YIL056W",0,-0.04,-0.1,-0.04,0.34,0.61,0.08,-0.22,0.15,-0.06,0.18,0.02,-0.11,-0.15,-0.33,-0.37,-0.09,-0.31,0.19,-0.03,0.16,-0.06,-0.11,-0.36,-0.27,0.26,0.38,0.51,0.27,0.31,0.17,0.04,-0.49,-0.22,-0.24,-0.76,0.08,0.26,0.77,0.26,0.48,-0.22,-0.32,-0.21,-0.49,-0.11,0.11,-0.5,-0.67,-0.05,0.19,0.18,0.24,0.5,0.51,0.01,-0.35,-0.52,-0.05,-0.16,0.29,0.15,0.39,1.35,-0.39,-0.29,-0.34,-0.22,-0.27,-0.07,0.12,0.26,0.05,-0.05,0.24,-0.01,-0.37,"G2/M"
"YIL094C",-0.84,-0.51,-0.15,0.11,-0.49,-0.1,-0.79,-0.12,-0.67,0.14,-0.04,0.24,0.23,0.28,0.1,0.04,0.06,0.04,0.26,0.25,0.36,0.23,-0.69,-0.74,-0.15,0.64,0.41,0.69,0.45,0.54,0.38,0.1,-0.55,-0.12,-0.47,0.04,-0.47,0.17,-0.69,0.31,-0.35,0.34,-0.1,0.1,-0.05,0.22,-0.29,-0.33,-0.49,-0.06,-0.13,0.06,0.26,0.13,0.2,0.15,0.18,0.03,-0.21,0.17,0.2525,0.15,0.16,-0.27,-0.14,0.24,0.19,0.65,0.4,0.21,0.18,-0.23,0.03,-0.01,-0.23,-0.6,-0.42,"G2/M"
"YIL106W",-0.49,-0.76,0.59,1.05,-0.23,-0.427,-0.66,-0.86,-0.44,-0.25,0.59,0.28,0.71,0.32,-0.14,-0.25,-0.03,-0.36,0.03,0.13,0.74,0.44,0.17,-0.43,-0.41,0.47,0.2,1.13,0.64,1.2,0.02,0.33,-0.83,-0.39,-0.86,-0.3,-0.95,0.33,-0.55,0.83,-0.39,-0.24,0,0.23,-0.22,0,-1.14,-0.7,-0.88,-0.73,-0.14,0.51,0.94,0.79,1.09,0.27,0.15,-0.23,-0.4,0.16,0.08,0.21,0.12,-0.17,-0.27,-0.12,-0.38,-0.38,-0.46,-0.35,-0.16,0.35,0.34,0.11,0.48,0.57,0.44,"G2/M"
"YIL119C",-0.04,-2.25,0.57,-0.17,0.08,0.78,-0.56,-0.242222222222222,-0.44,-0.62,-0.8,0.04,0.06,0.2,0.27,0.22,0.18,0.14,-0.12,0.1,0.18,0.31,0.15,0.08,-0.83,-0.21,0.72,0.07,-0.23,0.11,0.59,-0.36,-0.09,-0.66,-0.15,-0.41,0.09,-0.19,0.64,0.02,0.64,0.23,0.7,-0.38,-0.41,-0.1,-0.34,-0.71,-1.8,-0.77,0.52,0.73,0.43,0.52,0.33,-0.29,-0.49,-0.41,0.03,0.31,0.441428571428571,1.02,0.93,0.55,0.63,0.4,0.21,0.48,-0.29,-0.29,-0.4,-0.51,-0.29,0.18,-0.16,-0.53,0.01,"G2/M"
"YIL121W",-0.25,-1.12,-0.34,-0.36,0.52,0.19,0.64,-0.13,0.19,-0.18,-0.06,-0.15,0.13,-0.17,0.64,-0.2,-0.06,-0.38,0.01,0.12,-0.64,-0.47,-0.22,-0.62,-0.62,-0.48,0.19,-0.39,0.44,0.02,0.56,-0.24,0.12,-0.03,0.05,-0.1,0.01,-0.22,0.58,-0.3,0.59,0.57,0.71,-0.08,-0.28,-0.24,-0.12,-0.29,-0.57,-0.22,-0.87,-0.25,-0.08,0.21,0.6,-0.29,0.33,-0.05,0.18,0.13,0.58,0.1,0.63,-0.67,-0.56,-0.5,-0.43,0.24,0.35,0.13,0.42,0.06,0.35,0.33,0.33,-0.22,0.18,"G2/M"
"YIL122W",-0.01,-0.43,0,0.14,0.4,-0.06,-0.09,-0.18,0.03,0.39,-0.4,0.17,0.26,0.21,-0.2,-0.02,0.02,-0.36,-0.66,-0.2,0.19,0.45,0.14,-0.23,-0.26,0.24,-0.16,0.02,0.48,0.15,-0.02,-0.37,-0.11,-0.53,-0.54,0.03,0.81,0.14,0.21,-0.16,0.53,0.5,0.44,-0.47,-0.43,-0.39,-0.6,-0.1,-0.49,-0.24,0.66,0.4,0.79,1.17,0.17,-0.52,-0.93,-1.12,-0.87,0.12,0.27,0.58,0.69,0.32,0.05,0.06,-0.18,-0.1,-0.09,-0.1,0.08,0.05,0.14,-0.03,-0.2,-0.01,0.02,"G2/M"
"YIL158W",0.16,-0.64,0.86,1,-0.63,-0.86,-0.66,-0.41,-0.06,-0.11,0.85,0.78,0.81,0.3,-0.26,-0.17,-0.41,-0.39,-0.01,0.19,0.57,0.48,-1.05,-1.31,-0.86,0.32,-0.62,1.15,0.58,1.16,-0.39,-0.07,-0.62,-0.39,-0.57,0.15,0.55,0.97,-0.78,1.16,0.31,0.05,0.03,0.24,-0.23,0.2,-1.94,-1.77,-0.93,-0.51,0.51,0.82,0.94,0.81,0.6,0.11,-0.1,-0.39,-0.32,0.6,0.436,0.87,0.7,-0.39,-0.7,-0.39,-0.92,-0.59,-0.37,-0.15,0.31,0.8,0.88,0.73,0.2,0.34,0.24,"G2/M"
"YIL162W",-1.94,-3.32,0.64,0.88,-0.1,0.01,-0.13,-0.14,-0.24,0.17,0.02,-0.05,0.3,0.41,0.12,-0.02,-0.02,-0.41,0.02,0.19,-0.13,-0.01,-0.73,-0.53,-0.72,-0.01,0.21,0.16,0.56,0.25,-0.12,-0.07,0,-0.19,-0.21,-0.72,0.8,0.05,0.58,-0.1,0.55,-0.27,1.32,-0.18,-0.32,-0.29,0.52,-0.47,-1.07,-0.41,-0.04,0.14,0.39,0.74,0.72,0.02,0.21,-0.13,-0.15,-0.34,-0.13,0.226,0.327,-0.42,-0.01,-0.25,-0.57,-0.47,-0.3,-0.36,0.24,0.11,0.29,0.2,0.32,0.43,0.77,"G2/M"
"YIL167W",-0.14,-1.12,-0.25,-0.43,0.32,0.13,0.4,-0.18,-0.05,-0.13,-0.13,0.02,0.01,0.08,-0.1,0.05,0.02,-0.15,-0.38,0.13,-0.17,0.13,-0.31,-0.16,-0.33,-0.45,-0.01,-0.45,0.24,0.05,3.01,-0.18,1.34,-0.24,-1.09,-0.77,-0.19,-0.68,-0.07,-0.49,0.13,0.64,0.41,-0.31,-0.21,0.11,0.72,-0.15,-1,-1.23,-1.07,-0.32,-0.05,0.34,0.67,0.31,0.19,0.09,-0.01,0.13,0.46,0.25,0.66,0.51,-0.01,0.16,0.15,0.26,0.11,0.08,-0.29,-0.29,-0.18,0.2,-0.64,-0.08,0.03,"G2/M"
"YIL168W",-0.54,-1.22,0.58,-0.04,0.03,0.31,-0.14,-0.03,-0.35,0.33,-0.19,-0.07,0.1,0.29,-0.07,0.31,-0.05,-0.08,-0.69,0,0.1,0.2,-0.26,0.21,-0.35,-0.37,0.16,-0.17,0.61,0.5,-0.3,-0.33,0.26,-0.0322222222222222,0.39,-2.08,0.6,-0.06,0.23,-0.01,0.54,0.31,0.68,-0.3,-0.28,0.02,0.52,-0.39,-0.8,-1.07,-1.22,-0.69,0.66,0.7,0.86,0.52,0.37,0.42,0.07,-0.39,0.42,0.07,-0.07,0.3,-0.12,0.26,0.19,0.29,0.19,-0.08,-0.25,0.09,-0.3,0.08,-0.3,-0.32,-0.02,"G2/M"
"YJL051W",0.12,-0.6,1.65,1.21,-0.86,-0.92,-0.62,-0.53,-0.14,-0.092,0.73,0.79,1.17,0.13,0.21,-0.49,-0.65,-0.7,0.11,0.41,0.76,0.59,-1,-1.63,-1.2,-0.06,0.57,0.87,0.89,0.83,0.54,-0.26,-1,1.03,-0.87,-0.28,-0.3,0.13,0.59,0.72,0.74,0.7,0.03,-0.37,0.03,-0.71,-0.21,-0.63,-1,-0.55,-0.14,0.66,0.83,0.92,0.7,0.53,-0.49,-0.8,-0.51,0.15,0.288333333333333,0.54,0.02,-0.41,-0.63,-0.11,-0.66,-0.2,-0.76,-0.41,0.18,0.61,0.42,0.5,0.78,0.45,0.24,"G2/M"
"YJL079C",-0.14,-2.32,2.33,1.79,-0.68,-0.3,0.91,0.89,0.99,0.94,0.61,0.1,0.5,0.07,0.3,-0.57,-0.72,-0.7,-0.68,-0.79,-0.23,-0.63,-1.32,-1.63,-1.84,-1.45,-1.35,0.23,0.33,1.77,1.37,0.6,-0.35,-0.35,-0.87,-0.83,-0.99,-0.04,0.78,1.17,1.6,0.93,1.39,0.53,0.05,0.27,0.01,0.43,-0.56,-0.47,-1.11,-1.04,-0.1,1.35,1.42,0.6,0.3,-0.39,-0.89,-1.09,0.155,0.52,1.01,0.16,0.34,0.57,0.56,0.67,0.19,0.04,0,-0.27,-0.27,-0.62,-0.26,-0.77,-0.33,"G2/M"
"YJL157C",-0.36,-2.56,4.34,-0.25,2.12,0.13,-0.85,-1.41,-0.66,-0.97,-0.66,-0.73,-0.25,0.85,1.17,0.53,0.09,0.01,-0.27,-0.03,0.23,0.7,0.39,0.36,-0.99,-0.82,-0.84,-0.66,0.15,0.55,0.67,0.58,-0.13,0.19,-0.58,-0.56,-0.66,-1.04,0.02,-0.22,0.26,0.98,0.83,0.94,0.59,0.01,-1.18,-1.02,-1.74,-1.69,-0.82,-0.19,-0.31,0.72,0.76,1.75,1.43,0.44,0,-0.29,0.22,0.47,1.16,-1.77,0.05,0,0.1,-0.02,-0.27,-0.31,-0.1,0.26,0.03,0.29,0.75,0.65,0.32,"G2/M"
"YJR003C",0.19,-1.09,-0.34,-0.2,-0.18,-0.78,-0.54,-0.69,0.17,0.1,0.31,0.37,0.33,0.23,0.26,-0.22,-0.05,-0.11,0.2,-0.03,0.43,0.23,0.91,0.56,-0.03,0.45,0.01,0.46,0.09,0.48,-0.13,0.42,-0.74,-0.23,-0.74,-0.15,0.04,0.25,0.33,0.37,0.06,-0.63,-0.41,-0.23,-0.55,-0.6,-0.71,-0.29,-0.49,-0.26,0.24,-0.12,-0.16,0.55,0.28,0.38,-0.16,-0.15,-0.31,0.47,0.00999999999999999,0.41,0.34,-0.14,0.29,-0.04,0.52,0.55,0.09,0.11,-0.14,-0.33,-0.24,0.11,-0.27,-0.16,-0.36,"G2/M"
"YJR092W",0.28,-0.25,1.59,1.04,-0.74,-0.48,-1.1,-0.83,-0.51,0.09,0.63,0.62,0.75,0.49,0.02,-0.12,-0.61,-0.22,0.12,0.66,0.67,0.55,0.99,-1.2,-0.8,0.2,0.21,0.5,0.57,0.43,0.48,-0.8,0.36,-0.37,0.12,-0.22,0.62,0.23,0.47,-0.08,0.39,-0.47,0.44,-0.47,-0.57,-1.04,-1.89,-0.92,-1.05,-1.11,0.66,0.34,0.28,1.21,1.19,0.26,-0.62,-0.15,0.33,0.34,0.29,0.71,0.4,-0.5,-0.77,-0.66,-0.31,-0.16,-0.38,0.27,0.54,0.69,0.59,0.47,0.48,-0.45,0.18,"G2/M"
"YKL043W",-0.14,-0.07,-0.47,0.03,0.05,2.27,0.31,-0.04,-0.27,-0.19,-0.5,-0.86,-0.57,0.03,-0.16,0.07,0.01,-0.14,0.16,0.03,-0.14,-0.06,-1.21,-0.77,-1.52,-0.11,0.12,0.36,0.5,0.54,-0.1,0.36,-0.04,-0.08,-0.34,0.13,0.67,0.17,0.55,0.32,0.39,0.46,0.67,-0.28,-0.4,-0.4,-0.78,-1.83,-0.66,-0.63,-0.17,-0.28,0.1,0.87,0.52,0.86,0.48,0.12,0.04,0.15,0.62,0.19,0.55,0.51,0.19,-0.15,0.05,-0.51,-0.29,-0.55,-0.14,0.01,0.06,-0.32,0.24,0.4,0.51,"G2/M"
"YKL044W",0.64,-0.67,-0.43,-0.14,0.2,1.5,0.25,0.04,-0.2,-0.18,-0.31,-0.24,-0.4,-0.03,-0.18,0.04,0.09,-0.03,-0.09,-0.05,-0.33,-0.07,-1.05,-0.59,-1.24,0.04,0.2,0.24,0.33,0.64,0.6,0.54,-0.12,-0.01,-0.28,-0.01,0.2,0.21,0.37,0.36,0.49,0.12,-0.01,-0.22,-0.44,-0.35,-1.05,-1.05,0.2,-0.11,-0.36,-0.2,0.16,0.8,0.47,-0.18,0.38,-0.08,0.1,0.38,0.3,0.04,0.18,0.79,0.02,0.7,-0.01,-0.42,-0.09,-0.3,-0.13,-0.84,-0.5,-0.04,0.22,0.23,0.36,"G2/M"
"YKL130C",-0.36,-0.51,0.5,1.16,-0.16,-0.33,-0.38,-0.36,-0.98,0.18,0.39,0.18,0.52,0.56,0,-0.11,0.09,-0.24,-0.07,0.16,0.16,0.39,-0.26,-0.36,-0.44,0.37,0.32,0.48,0.6,0.65,0.38,-0.07,-0.36,-0.19,0.07,-0.02,0.2,-0.99,-0.6,0.44,0.1,-0.1,0.66,-0.05,-0.56,-0.27,-0.52,-0.23,-0.63,-0.48,-0.11,0.17,0.3,0.75,0.63,0.09,-0.17,-0.13,-0.38,0.23,0.24,0.4,0.07,-0.07,-0.1,-0.03,-0.32,-0.13,-0.08,-0.24,0.12,-0.15,0.22,0.48,0.14,-0.07,0.24,"G2/M"
"YKL172W",-0.81,-0.45,-0.36,0.3,0.13,-1.04,-0.86,-0.24,-0.06,0.1,0.32,0.34,0.3,0.24,-0.04,0.13,0.23,-0.04,-0.03,0.14,-0.01,0.4,1.51,1.63,1.35,0.42,-1.84,0.69,-0.36,0.54,-1.09,0.72,-0.5,0.63,-0.73,0.29,-1.63,0.56,-1.28,0.58,-1.77,-0.33,-1.56,0.95,0.5,0.74,-0.93,0.02,0.28,-0.09,0.38,0.04,0.27,0.1,0,0.3,-0.29,-0.15,0.105555555555556,-0.06,-0.03,0.14,0.02,-0.47,0.02,-0.05,0.88,1.11,0.72,-0.11,-0.07,-0.26,-0.07,0.08,-0.67,-0.62,-0.49,"G2/M"
"YKL209C",-0.6,-1.15,0.49,-0.04,0.64,0.07,0.14,-0.46,0.2,-0.84,-0.88,-0.39,0.19,0.4,1.49,0.24,-0.21,-0.39,0.1,0.12,-0.32,-0.1,-0.05,0.17,-0.58,-0.26,0.3,-0.86,0.66,-0.05,0.55,-0.22,-0.05,0.098,0.07,0.18,0.93,-0.77,0.159,-0.241,1,0.52,0.517,-0.74,-0.22,-0.58,0.54,0.17,-0.22,-0.06,-0.06,-0.11,0.1,-0.22,0.1,0,-0.3,-0.1,0.1,-0.03,0.08,-0.08,0.1,-0.83,-0.09,-0.11,0.06,0.12,-0.12,-0.14,0.15,0.04,0.17,0.02,0.36,0.25,0.12,"G2/M"
"YKR021W",-0.36,-0.49,0.72,0.82,-0.2,-0.08,0.02,-0.26,-0.14,-0.22,0.23,0.24,0.27,0.33,-0.1,-0.03,-0.18,-0.03,-0.18,0.04,0.21,0.04,-0.85,-0.31,-0.46,-0.42,-0.38,0.19,0.64,0.41,0.18,-0.14,-0.36,0.03,-0.29,0.48,0.21,0.07,0.34,0,0.69,0.55,0.47,-0.42,-0.05,-0.56,0.05,-0.18,-0.13,-0.42,-0.72,0.36,0.94,1.09,0.78,-0.16,-1.5,-0.26,-0.09,-0.03,0.28,0.106,0.278,0.54,-0.16,-0.15,0.04,-0.38,0.02,-0.09,-0.06,0.14,0.3,0.24,-0.15,-0.36,0.05,"G2/M"
"YKR042W",-1.64,-2,1.21,1.07,1.25,0.67,0.64,0.3,0.39,-0.3,0.41,-0.1,0.42,0.26,0.01,-0.77,-0.65,-1.07,-0.43,-0.77,-0.01,-0.27,0.5,-0.52,-0.95,-0.06,-0.16,0.85,0.37,1.37,1.02,0.51,-0.66,-0.27,-0.81,-0.6,-1.52,0.15,-0.06,0.86,0.2,-0.01,-0.01,0.01,-0.25,0.03,-0.1,0.03,-0.11,-0.5,-0.21,-0.63,-0.06,-0.16,0.16,1.13,-0.11,-0.295,-0.46,0.02,0,0.64,0.36,-0.81,-0.49,-0.05,0.03,0.71,0.58,0.34,0.19,0.15,0.09,0,-0.07,-0.45,-0.22,"G2/M"
"YKR046C",-0.4,-0.4,0.21,-0.32,0.17,-0.09,0.01,-0.19,0.1,-0.19,0.56,0.14,0.16,0,-0.09,-0.23,0.13,-0.35,0.2,-0.04,-0.27,-0.04,-1.3,-2.01,-1.41,-0.03,0.58,0.54,0.63,0.29,0.43,0.08,-0.22,0.16,0.21,-0.01,0.09,0.21,0.8,0.48,0.83,-0.48,0.17,-0.17,-0.03,0.16,0.37,0.04,-0.17,-0.36,-0.45,-0.26,-0.5,0.17,-0.14,0.31,-0.01,-0.17,0.108888888888889,0.39,0.36,0.35,0.08,0.72,0.54,-0.13,-0.42,-0.63,-0.58,-0.47,-0.2,0.32,-0.3,0.01,0.38,0.44,0.32,"G2/M"
"YKR079C",-0.15,-0.79,-0.4,0.1,-0.1,0.07,-0.76,-0.15,-0.21,-0.19,0.12,0.12,0.29,0.43,0.24,0.24,0.06,-0.01,-0.31,0.07,-0.21,0.29,0.08,0.27,-0.5,-0.22,0.1,-0.13,0.29,0.28,0.26,0.06,0.01,0.02,-0.07,0.04,0.06,-0.08,-0.26,-0.24,0.39,0.44,0.32,-0.14,-0.54,-0.44,-0.14,0.34,-0.33,-0.47,0.01,-0.11,0.17,-0.26,0.31,0.11,-0.12,0.01,0.09,0.01,0.098,0.03,0.35,-1.32,-0.25,-0.2,0.27,0.4,0.18,0.22,0.25,-0.28,0.3,0.35,-0.02,-0.16,0.27,"G2/M"
"YLL028W",-0.94,-1.43,-0.09,0.19,1,1.06,0.97,-0.19,0.01,0.01,0.22,-0.11,0.51,0.13,-0.05,-0.83,-0.87,-1.01,-0.5,-0.59,0.25,0.01,0.12,-1.09,-1.57,0,0.27,0.58,0.28,0.89,0.48,0.18,-0.63,-0.45,-0.48,-0.44,0.1,0.41,0.75,0.59,0.94,0.06,0.17,-0.32,-0.48,-0.36,-0.24,-0.7,-1.11,-1.19,-0.49,-0.4,-0.04,0.94,0.67,1.09,0.27,-0.1,0.04,0.08,0.5,0.71,0.48,0.87,0.1,-0.33,-0.28,-0.37,-0.49,-0.06,0.3,0.3,0,-0.3,0.18,0.27,-0.2,"G2/M"
"YLR034C",-0.42,-0.71,0.06,0.38,-0.1,-0.2,0.15,-0.43,-0.29,-0.1,0.49,0.2,0.47,0.23,-0.16,-0.21,-0.3,-0.11,0.17,-0.22,0.33,0.08,0,-0.08,-0.29,-0.01,-0.66,0.34,0.77,0.48,-0.15,0.06,-0.29,-0.29,-0.66,-0.07,0.16,0.1,0.17,0.13,0.37,-0.01,0.48,-0.15,-0.21,-0.15,-0.18,-0.5,-0.7,-0.57,-0.42,-0.28,0.1,0.3,0.25,0.55,0.42,-0.09,0.13,0.35,0.3,0.44,0.21,-0.04,-0.14,-0.11,0.14,-0.16,-0.07,0.02,0.01,-0.01,-0.06,0.29,-0.02,-0.01,0.16,"G2/M"
